Question	Answer
Codifica el algoritmo de Busqueda Lineal en JavaScript utilizando promesas.	function linearSearch(arr, x) {\n\tfor (let i = 0; i < arr.length; i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
Genera el algoritmo de Busqueda Lineal en Python sin dependencias externas.	def linear_search(arr, x):\n\tfor i in range(len(arr)):\n\t\tif arr[i] == x:\n\t\t\treturn i\n\treturn -1
Genera funciones de apoyo en JavaScript para el algoritmo de Ordenamiento por Inserción.	function insertionSort(arr) {\n\t\tfor (let i = 1; i < arr.length; i++) {\n\t\tlet key = arr[i];\n\t\tlet j = i - 1;\n\t\twhile (j >= 0 && arr[j] > key) {\n\t\tarr[j + 1] = arr[j];\n\t\tj--;\n\t\t}\n\t\tarr[j + 1] = key;\n\t\t}\n\t\treturn arr;\n\t\t}
Desarrolla métodos en Python para manejar Busqueda Fibonacci con claridad.	def fibonacci_search(arr, x):\n\tfib_m2 = 0\n\tfib_m1 = 1\n\tfib_m = fib_m2 + fib_m1\n\tn = len(arr)\n\twhile fib_m < n:\n\t\tfib_m2 = fib_m1\n\t\tfib_m1 = fib_m\n\t\tfib_m = fib_m2 + fib_m1\n\toffset = -1\n\twhile fib_m > 1:\n\t\ti = min(offset + fib_m2, n - 1)\n\t\tif arr[i] < x:\n\t\t\tfib_m = fib_m1\n\t\t\tfib_m1 = fib_m2\n\t\t\tfib_m2 = fib_m - fib_m1\n\t\t\toffset = i\n\t\telif arr[i] > x:\n\t\t\tfib_m = fib_m2\n\t\t\tfib_m1 = fib_m1 - fib_m2\n\t\t\tfib_m2 = fib_m - fib_m1\n\t\telse:\n\t\t\treturn i\n\tif fib_m1 and arr[offset + 1] == x:\n\t\treturn offset + 1\n\treturn -1
Crea funciones en Python para la implementación inicial del algoritmo de Busqueda Fibonacci.	def fibonacci_search(arr, x):\n\tfib_m2 = 0\n\tfib_m1 = 1\n\tfib_m = fib_m2 + fib_m1\n\tn = len(arr)\n\twhile fib_m < n:\n\t\tfib_m2 = fib_m1\n\t\tfib_m1 = fib_m\n\t\tfib_m = fib_m2 + fib_m1\n\toffset = -1\n\twhile fib_m > 1:\n\t\ti = min(offset + fib_m2, n - 1)\n\t\tif arr[i] < x:\n\t\t\tfib_m = fib_m1\n\t\t\tfib_m1 = fib_m2\n\t\t\tfib_m2 = fib_m - fib_m1\n\t\t\toffset = i\n\t\telif arr[i] > x:\n\t\t\tfib_m = fib_m2\n\t\t\tfib_m1 = fib_m1 - fib_m2\n\t\t\tfib_m2 = fib_m - fib_m1\n\t\telse:\n\t\t\treturn i\n\tif fib_m1 and arr[offset + 1] == x:\n\t\treturn offset + 1\n\treturn -1
Codifica Heap Sort en formato de script Python.	def heap_sort(arr):\n\tdef heapify(arr, n, i):\n\t\tlargest = i\n\t\tl = 2 * i + 1\n\t\tr = 2 * i + 2\n\t\tif l < n and arr[l] > arr[largest]:\n\t\t\tlargest = l\n\t\tif r < n and arr[r] > arr[largest]:\n\t\t\tlargest = r\n\t\tif largest != i:\n\t\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\t\theapify(arr, n, largest)\n\tn = len(arr)\n\tfor i in range(n // 2 - 1, -1, -1):\n\t\theapify(arr, n, i)\n\tfor i in range(n - 1, 0, -1):\n\t\tarr[i], arr[0] = arr[0], arr[i]\n\t\theapify(arr, i, 0)\n\treturn arr
¿Cómo escribes Ordenamiento por Inserción como una función en JavaScript?	function insertionSort(arr) {\n\t\tfor (let i = 1; i < arr.length; i++) {\n\t\tlet key = arr[i];\n\t\tlet j = i - 1;\n\t\twhile (j >= 0 && arr[j] > key) {\n\t\tarr[j + 1] = arr[j];\n\t\tj--;\n\t\t}\n\t\tarr[j + 1] = key;\n\t\t}\n\t\treturn arr;\n\t\t}
Escribe bloques de código en JavaScript que resuelvan el algoritmo de Ordenamiento por Mezcla.	function mergeSort(arr) {\n\tif (arr.length <= 1) return arr;\n\tconst mid = Math.floor(arr.length / 2);\n\tconst left = mergeSort(arr.slice(0, mid));\n\tconst right = mergeSort(arr.slice(mid));\n\treturn merge(left, right);\n}\nfunction merge(left, right) {\n\tlet result = [];\n\tlet i = 0, j = 0;\n\twhile (i < left.length && j < right.length) {\n\t\tif (left[i] < right[j]) {\n\t\t\tresult.push(left[i]);\n\t\t\ti++;\n\t\t} else {\n\t\t\tresult.push(right[j]);\n\t\t\tj++;\n\t\t}\n\t}\n\treturn result.concat(left.slice(i)).concat(right.slice(j));\n}
Crea una función en JavaScript para realizar Busqueda por interpolación.	function interpolationSearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high && arr[low] <= x && x <= arr[high]) {\n\t\tlet pos = low + Math.floor(((high - low) / (arr[high] - arr[low])) * (x - arr[low]));\n\t\tif (arr[pos] === x) return pos;\n\t\telse if (arr[pos] < x) low = pos + 1;\n\t\telse high = pos - 1;\n\t}\n\treturn -1;\n}
Esboza código en JavaScript para el algoritmo de Ordenamiento por Mezcla sin dependencias externas.	function mergeSort(arr) {\n\tif (arr.length <= 1) return arr;\n\tconst mid = Math.floor(arr.length / 2);\n\tconst left = mergeSort(arr.slice(0, mid));\n\tconst right = mergeSort(arr.slice(mid));\n\treturn merge(left, right);\n}\nfunction merge(left, right) {\n\tlet result = [];\n\tlet i = 0, j = 0;\n\twhile (i < left.length && j < right.length) {\n\t\tif (left[i] < right[j]) {\n\t\t\tresult.push(left[i]);\n\t\t\ti++;\n\t\t} else {\n\t\t\tresult.push(right[j]);\n\t\t\tj++;\n\t\t}\n\t}\n\treturn result.concat(left.slice(i)).concat(right.slice(j));\n}
Comparte una solución en JavaScript para el algoritmo Busqueda Fibonacci.	function fibonacciSearch(arr, x) {\n\tlet fibM2 = 0, fibM1 = 1, fibM = fibM2 + fibM1;\n\tlet n = arr.length;\n\twhile (fibM < n) {\n\t\tfibM2 = fibM1;\n\t\tfibM1 = fibM;\n\t\tfibM = fibM2 + fibM1;\n\t}\n\tlet offset = -1;\n\twhile (fibM > 1) {\n\t\tlet i = Math.min(offset + fibM2, n - 1);\n\t\tif (arr[i] < x) {\n\t\t\tfibM = fibM1;\n\t\t\tfibM1 = fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t\toffset = i;\n\t\t} else if (arr[i] > x) {\n\t\t\tfibM = fibM2;\n\t\t\tfibM1 = fibM1 - fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t} else return i;\n\t}\n\tif (fibM1 && arr[offset + 1] === x) return offset + 1;\n\treturn -1;\n}
Escribe código en JavaScript para una implementación amigable para principiantes del algoritmo de Heap Sort.	function heapSort(arr) {\n\tfunction heapify(arr, n, i) {\n\t\tlet largest = i;\n\t\tlet l = 2 * i + 1;\n\t\tlet r = 2 * i + 2;\n\t\tif (l < n && arr[l] > arr[largest]) largest = l;\n\t\tif (r < n && arr[r] > arr[largest]) largest = r;\n\t\tif (largest !== i) {\n\t\t\t[arr[i], arr[largest]] = [arr[largest], arr[i]];\n\t\t\theapify(arr, n, largest);\n\t\t}\n\t}\n\tlet n = arr.length;\n\tfor (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\n\tfor (let i = n - 1; i > 0; i--) {\n\t\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\t\theapify(arr, i, 0);\n\t}\n\treturn arr;\n}
¿Es posible escribir Ordenamiento por Selección en JavaScript?	function selectionSort(arr) {\n\t\tlet n = arr.length;\n\t\tfor (let i = 0; i < n; i++) {\n\t\tlet minIdx = i;\n\t\tfor (let j = i + 1; j < n; j++) {\n\t\tif (arr[j] < arr[minIdx]) {\n\t\tminIdx = j;\n\t\t}\n\t\t}\n\t\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n\t\t}\n\t\treturn arr;\n\t\t}
Escribe un programa para Busqueda exponencial usando JavaScript.	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
Escribe código en JavaScript para implementar el algoritmo de Heap Sort utilizando funciones básicas.	function heapSort(arr) {\n\tfunction heapify(arr, n, i) {\n\t\tlet largest = i;\n\t\tlet l = 2 * i + 1;\n\t\tlet r = 2 * i + 2;\n\t\tif (l < n && arr[l] > arr[largest]) largest = l;\n\t\tif (r < n && arr[r] > arr[largest]) largest = r;\n\t\tif (largest !== i) {\n\t\t\t[arr[i], arr[largest]] = [arr[largest], arr[i]];\n\t\t\theapify(arr, n, largest);\n\t\t}\n\t}\n\tlet n = arr.length;\n\tfor (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\n\tfor (let i = n - 1; i > 0; i--) {\n\t\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\t\theapify(arr, i, 0);\n\t}\n\treturn arr;\n}
Construye el algoritmo de recorrido de grafos Busqueda por interpolación en JavaScript.	function interpolationSearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high && arr[low] <= x && x <= arr[high]) {\n\t\tlet pos = low + Math.floor(((high - low) / (arr[high] - arr[low])) * (x - arr[low]));\n\t\tif (arr[pos] === x) return pos;\n\t\telse if (arr[pos] < x) low = pos + 1;\n\t\telse high = pos - 1;\n\t}\n\treturn -1;\n}
Esboza una implementación en JavaScript de Ordenamiento Burbuja.	function bubbleSort(arr) {\n\t\t  let n = arr.length;\n\t\t  for (let i = 0; i < n; i++) {\n\t\t  for (let j = 0; j < n - i - 1; j++) {\n\t\t  if (arr[j] > arr[j + 1]) {\n\t\t  [arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n\t\t  }\n\t\t  }\n\t\t  }\n\t\t  return arr;\n\t\t  }
Escribe funciones en JavaScript para soportar el algoritmo de Busqueda Binaria en contextos de navegador.	function binarySearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high) {\n\t\tlet mid = Math.floor((low + high) / 2);\n\t\tif (arr[mid] === x) return mid;\n\t\telse if (arr[mid] < x) low = mid + 1;\n\t\telse high = mid - 1;\n\t}\n\treturn -1;\n}
Construye el algoritmo de Busqueda por saltos usando JavaScript asincrónico.	function jumpSearch(arr, x) {\n\tlet n = arr.length;\n\tlet step = Math.floor(Math.sqrt(n));\n\tlet prev = 0;\n\twhile (arr[Math.min(step, n) - 1] < x) {\n\t\tprev = step;\n\t\tstep += Math.floor(Math.sqrt(n));\n\t\tif (prev >= n) return -1;\n\t}\n\tfor (let i = prev; i < Math.min(step, n); i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
Genera fragmentos en JavaScript para integrar el algoritmo de Busqueda Lineal en proyectos.	function linearSearch(arr, x) {\n\tfor (let i = 0; i < arr.length; i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
Genera acciones en JavaScript para lograr el algoritmo de Ordenamiento por Selección.	function selectionSort(arr) {\n\t\tlet n = arr.length;\n\t\tfor (let i = 0; i < n; i++) {\n\t\tlet minIdx = i;\n\t\tfor (let j = i + 1; j < n; j++) {\n\t\tif (arr[j] < arr[minIdx]) {\n\t\tminIdx = j;\n\t\t}\n\t\t}\n\t\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n\t\t}\n\t\treturn arr;\n\t\t}
Implementa el algoritmo de Busqueda por saltos en Python.	import math\ndef jump_search(arr, x):\n\tn = len(arr)\n\tstep = int(math.sqrt(n))\n\tprev = 0\n\twhile arr[min(step, n) - 1] < x:\n\t\tprev = step\n\t\tstep += int(math.sqrt(n))\n\t\tif prev >= n:\n\t\t\treturn -1\n\tfor i in range(prev, min(step, n)):\n\t\tif arr[i] == x:\n\t\t\treturn i\n\treturn -1
Escribe una función en JavaScript enfocada en Busqueda exponencial.	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
Produce una función en JavaScript para Busqueda Fibonacci.	function fibonacciSearch(arr, x) {\n\tlet fibM2 = 0, fibM1 = 1, fibM = fibM2 + fibM1;\n\tlet n = arr.length;\n\twhile (fibM < n) {\n\t\tfibM2 = fibM1;\n\t\tfibM1 = fibM;\n\t\tfibM = fibM2 + fibM1;\n\t}\n\tlet offset = -1;\n\twhile (fibM > 1) {\n\t\tlet i = Math.min(offset + fibM2, n - 1);\n\t\tif (arr[i] < x) {\n\t\t\tfibM = fibM1;\n\t\t\tfibM1 = fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t\toffset = i;\n\t\t} else if (arr[i] > x) {\n\t\t\tfibM = fibM2;\n\t\t\tfibM1 = fibM1 - fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t} else return i;\n\t}\n\tif (fibM1 && arr[offset + 1] === x) return offset + 1;\n\treturn -1;\n}
Genera un programa en Python para los pasos básicos del algoritmo de Ordenamiento por Selección.	def selection_sort(arr):\n\t\t  n = len(arr)\n\t\t  for i in range(n):\n\t\t\tmin_idx = i\n\t\t\tfor j in range(i+1, n):\n\t\t\t\tif arr[j] < arr[min_idx]:\n\t\t\t\t\tmin_idx = j\n\t\t\t\t\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\t\t\t\t\treturn arr
Esboza un algoritmo detallado en JavaScript para Ordenamiento por Mezcla.	function mergeSort(arr) {\n\tif (arr.length <= 1) return arr;\n\tconst mid = Math.floor(arr.length / 2);\n\tconst left = mergeSort(arr.slice(0, mid));\n\tconst right = mergeSort(arr.slice(mid));\n\treturn merge(left, right);\n}\nfunction merge(left, right) {\n\tlet result = [];\n\tlet i = 0, j = 0;\n\twhile (i < left.length && j < right.length) {\n\t\tif (left[i] < right[j]) {\n\t\t\tresult.push(left[i]);\n\t\t\ti++;\n\t\t} else {\n\t\t\tresult.push(right[j]);\n\t\t\tj++;\n\t\t}\n\t}\n\treturn result.concat(left.slice(i)).concat(right.slice(j));\n}
Genera un programa en Python que calcule el algoritmo de Ordenamiento Burbuja.	def bubble_sort(arr):\n\t\tn = len(arr)\n\t\tfor i in range(n):\n\t\t\tfor j in range(0, n-i-1):\n\t\t\t\tif arr[j] > arr[j+1]:\n\t\t\t\t\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\t\t\t\t\treturn arr
Escribe funciones en Python para la versión fundamental del algoritmo de Busqueda exponencial.	def exponential_search(arr, x):\n\tif arr[0] == x:\n\t\treturn 0\n\tn = len(arr)\n\ti = 1\n\twhile i < n and arr[i] <= x:\n\t\ti *= 2\n\treturn binary_search(arr[:min(i, n)], x)
Construye un enfoque en JavaScript para el algoritmo de Busqueda Fibonacci.	function fibonacciSearch(arr, x) {\n\tlet fibM2 = 0, fibM1 = 1, fibM = fibM2 + fibM1;\n\tlet n = arr.length;\n\twhile (fibM < n) {\n\t\tfibM2 = fibM1;\n\t\tfibM1 = fibM;\n\t\tfibM = fibM2 + fibM1;\n\t}\n\tlet offset = -1;\n\twhile (fibM > 1) {\n\t\tlet i = Math.min(offset + fibM2, n - 1);\n\t\tif (arr[i] < x) {\n\t\t\tfibM = fibM1;\n\t\t\tfibM1 = fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t\toffset = i;\n\t\t} else if (arr[i] > x) {\n\t\t\tfibM = fibM2;\n\t\t\tfibM1 = fibM1 - fibM2;\n\t\t\tfibM2 = fibM - fibM1;\n\t\t} else return i;\n\t}\n\tif (fibM1 && arr[offset + 1] === x) return offset + 1;\n\treturn -1;\n}
Construye herramientas en JavaScript para resolver el algoritmo de Busqueda exponencial.	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
Escribe una clase en JavaScript para el algoritmo fundamental de Busqueda por saltos.	function jumpSearch(arr, x) {\n\tlet n = arr.length;\n\tlet step = Math.floor(Math.sqrt(n));\n\tlet prev = 0;\n\twhile (arr[Math.min(step, n) - 1] < x) {\n\t\tprev = step;\n\t\tstep += Math.floor(Math.sqrt(n));\n\t\tif (prev >= n) return -1;\n\t}\n\tfor (let i = prev; i < Math.min(step, n); i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
Implementa Ordenamiento por Inserción en código JavaScript.	function insertionSort(arr) {\n\t\tfor (let i = 1; i < arr.length; i++) {\n\t\tlet key = arr[i];\n\t\tlet j = i - 1;\n\t\twhile (j >= 0 && arr[j] > key) {\n\t\tarr[j + 1] = arr[j];\n\t\tj--;\n\t\t}\n\t\tarr[j + 1] = key;\n\t\t}\n\t\treturn arr;\n\t\t}
Crea un fragmento de JavaScript para Busqueda por saltos.	function jumpSearch(arr, x) {\n\tlet n = arr.length;\n\tlet step = Math.floor(Math.sqrt(n));\n\tlet prev = 0;\n\twhile (arr[Math.min(step, n) - 1] < x) {\n\t\tprev = step;\n\t\tstep += Math.floor(Math.sqrt(n));\n\t\tif (prev >= n) return -1;\n\t}\n\tfor (let i = prev; i < Math.min(step, n); i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
Diseña un algoritmo recursivo para Ordenamiento Burbuja en Python.	def bubble_sort(arr):\n\t\tn = len(arr)\n\t\tfor i in range(n):\n\t\t\tfor j in range(0, n-i-1):\n\t\t\t\tif arr[j] > arr[j+1]:\n\t\t\t\t\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\t\t\t\t\treturn arr
Construye el algoritmo de Ordenamiento Burbuja en JavaScript con lógica paso a paso.	function bubbleSort(arr) {\n\t\t  let n = arr.length;\n\t\t  for (let i = 0; i < n; i++) {\n\t\t  for (let j = 0; j < n - i - 1; j++) {\n\t\t  if (arr[j] > arr[j + 1]) {\n\t\t  [arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n\t\t  }\n\t\t  }\n\t\t  }\n\t\t  return arr;\n\t\t  }
Esboza un script en Python para Quick Sort con código mínimo.	def quick_sort(arr):\n\tif len(arr) <= 1:\n\t\treturn arr\n\tpivot = arr[len(arr) // 2]\n\tleft = [x for x in arr if x < pivot]\n\tmiddle = [x for x in arr if x == pivot]\n\tright = [x for x in arr if x > pivot]\n\treturn quick_sort(left) + middle + quick_sort(right)
Programa tareas en Python que manejen el algoritmo de Busqueda Binaria.	def binary_search(arr, x):\n\tlow, high = 0, len(arr) - 1\n\twhile low <= high:\n\t\tmid = (low + high) // 2\n\t\tif arr[mid] == x:\n\t\t\treturn mid\n\t\telif arr[mid] < x:\n\t\t\tlow = mid + 1\n\t\telse:\n\t\t\thigh = mid - 1\n\treturn -1
Implementa el algoritmo de Ordenamiento por Inserción usando hilos en Python.	def insertion_sort(arr):\n\t\tfor i in range(1, len(arr)):\n\t\t\tkey = arr[i]\n\t\t\tj = i - 1\n\t\t\twhile j >= 0 and key < arr[j]:\n\t\t\t\tarr[j + 1] = arr[j]\n\t\t\t\tj -= 1\n\t\t\t\tarr[j + 1] = key\n\t\t\t\treturn arr
Genera el algoritmo de Ordenamiento por Selección en Python sin dependencias externas.	def selection_sort(arr):\n\t\t  n = len(arr)\n\t\t  for i in range(n):\n\t\t\tmin_idx = i\n\t\t\tfor j in range(i+1, n):\n\t\t\t\tif arr[j] < arr[min_idx]:\n\t\t\t\t\tmin_idx = j\n\t\t\t\t\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\t\t\t\t\treturn arr
Esboza un algoritmo detallado en JavaScript para Ordenamiento por Selección.	function selectionSort(arr) {\n\t\tlet n = arr.length;\n\t\tfor (let i = 0; i < n; i++) {\n\t\tlet minIdx = i;\n\t\tfor (let j = i + 1; j < n; j++) {\n\t\tif (arr[j] < arr[minIdx]) {\n\t\tminIdx = j;\n\t\t}\n\t\t}\n\t\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n\t\t}\n\t\treturn arr;\n\t\t}
Crea clases en JavaScript para modularizar el proceso del algoritmo de Busqueda exponencial.	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
Esboza una solución en JavaScript para la tarea Ordenamiento por Inserción.	function insertionSort(arr) {\n\t\tfor (let i = 1; i < arr.length; i++) {\n\t\tlet key = arr[i];\n\t\tlet j = i - 1;\n\t\twhile (j >= 0 && arr[j] > key) {\n\t\tarr[j + 1] = arr[j];\n\t\tj--;\n\t\t}\n\t\tarr[j + 1] = key;\n\t\t}\n\t\treturn arr;\n\t\t}
Implementa Busqueda exponencial en código JavaScript.	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
¿Podrías implementar Ordenamiento por Selección en JavaScript?	function selectionSort(arr) {\n\t\tlet n = arr.length;\n\t\tfor (let i = 0; i < n; i++) {\n\t\tlet minIdx = i;\n\t\tfor (let j = i + 1; j < n; j++) {\n\t\tif (arr[j] < arr[minIdx]) {\n\t\tminIdx = j;\n\t\t}\n\t\t}\n\t\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n\t\t}\n\t\treturn arr;\n\t\t}
Crea un fragmento de JavaScript para Busqueda por interpolación.	function interpolationSearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high && arr[low] <= x && x <= arr[high]) {\n\t\tlet pos = low + Math.floor(((high - low) / (arr[high] - arr[low])) * (x - arr[low]));\n\t\tif (arr[pos] === x) return pos;\n\t\telse if (arr[pos] < x) low = pos + 1;\n\t\telse high = pos - 1;\n\t}\n\treturn -1;\n}
Genera una versión en JavaScript de Ordenamiento por Selección.	function selectionSort(arr) {\n\t\tlet n = arr.length;\n\t\tfor (let i = 0; i < n; i++) {\n\t\tlet minIdx = i;\n\t\tfor (let j = i + 1; j < n; j++) {\n\t\tif (arr[j] < arr[minIdx]) {\n\t\tminIdx = j;\n\t\t}\n\t\t}\n\t\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n\t\t}\n\t\treturn arr;\n\t\t}
Genera funciones de apoyo en JavaScript para el algoritmo de Ordenamiento por Mezcla.	function mergeSort(arr) {\n\tif (arr.length <= 1) return arr;\n\tconst mid = Math.floor(arr.length / 2);\n\tconst left = mergeSort(arr.slice(0, mid));\n\tconst right = mergeSort(arr.slice(mid));\n\treturn merge(left, right);\n}\nfunction merge(left, right) {\n\tlet result = [];\n\tlet i = 0, j = 0;\n\twhile (i < left.length && j < right.length) {\n\t\tif (left[i] < right[j]) {\n\t\t\tresult.push(left[i]);\n\t\t\ti++;\n\t\t} else {\n\t\t\tresult.push(right[j]);\n\t\t\tj++;\n\t\t}\n\t}\n\treturn result.concat(left.slice(i)).concat(right.slice(j));\n}
Construye el algoritmo de Busqueda Binaria en JavaScript para iteraciones simples.	function binarySearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high) {\n\t\tlet mid = Math.floor((low + high) / 2);\n\t\tif (arr[mid] === x) return mid;\n\t\telse if (arr[mid] < x) low = mid + 1;\n\t\telse high = mid - 1;\n\t}\n\treturn -1;\n}
Genera lógica Python para el algoritmo de Busqueda exponencial con enfoque en concurrencia.	def exponential_search(arr, x):\n\tif arr[0] == x:\n\t\treturn 0\n\tn = len(arr)\n\ti = 1\n\twhile i < n and arr[i] <= x:\n\t\ti *= 2\n\treturn binary_search(arr[:min(i, n)], x)
Escribe funciones en Python para la versión fundamental del algoritmo de Busqueda Lineal.	def linear_search(arr, x):\n\tfor i in range(len(arr)):\n\t\tif arr[i] == x:\n\t\t\treturn i\n\treturn -1
Escribe un método en Python para Quick Sort.	def quick_sort(arr):\n\tif len(arr) <= 1:\n\t\treturn arr\n\tpivot = arr[len(arr) // 2]\n\tleft = [x for x in arr if x < pivot]\n\tmiddle = [x for x in arr if x == pivot]\n\tright = [x for x in arr if x > pivot]\n\treturn quick_sort(left) + middle + quick_sort(right)
Codifica un algoritmo en Python para resolver Heap Sort paso a paso.	def heap_sort(arr):\n\tdef heapify(arr, n, i):\n\t\tlargest = i\n\t\tl = 2 * i + 1\n\t\tr = 2 * i + 2\n\t\tif l < n and arr[l] > arr[largest]:\n\t\t\tlargest = l\n\t\tif r < n and arr[r] > arr[largest]:\n\t\t\tlargest = r\n\t\tif largest != i:\n\t\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\t\theapify(arr, n, largest)\n\tn = len(arr)\n\tfor i in range(n // 2 - 1, -1, -1):\n\t\theapify(arr, n, i)\n\tfor i in range(n - 1, 0, -1):\n\t\tarr[i], arr[0] = arr[0], arr[i]\n\t\theapify(arr, i, 0)\n\treturn arr
Programa una función de JavaScript para Busqueda Lineal.	function linearSearch(arr, x) {\n\tfor (let i = 0; i < arr.length; i++) {\n\t\tif (arr[i] === x) return i;\n\t}\n\treturn -1;\n}
¿Cómo programo el algoritmo Busqueda exponencial usando JavaScript?	function exponentialSearch(arr, x) {\n\tif (arr[0] === x) return 0;\n\tlet n = arr.length;\n\tlet i = 1;\n\twhile (i < n && arr[i] <= x) i *= 2;\n\treturn binarySearch(arr.slice(0, Math.min(i, n)), x);\n}
Escribe software basado en Python para el algoritmo de Ordenamiento por Selección.	def selection_sort(arr):\n\t\t  n = len(arr)\n\t\t  for i in range(n):\n\t\t\tmin_idx = i\n\t\t\tfor j in range(i+1, n):\n\t\t\t\tif arr[j] < arr[min_idx]:\n\t\t\t\t\tmin_idx = j\n\t\t\t\t\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\t\t\t\t\treturn arr
Crea código JavaScript para el problema Ordenamiento Burbuja.	function bubbleSort(arr) {\n\t\t  let n = arr.length;\n\t\t  for (let i = 0; i < n; i++) {\n\t\t  for (let j = 0; j < n - i - 1; j++) {\n\t\t  if (arr[j] > arr[j + 1]) {\n\t\t  [arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n\t\t  }\n\t\t  }\n\t\t  }\n\t\t  return arr;\n\t\t  }
¿Puedes desglosar el algoritmo Ordenamiento por Inserción en Python?	def insertion_sort(arr):\n\t\tfor i in range(1, len(arr)):\n\t\t\tkey = arr[i]\n\t\t\tj = i - 1\n\t\t\twhile j >= 0 and key < arr[j]:\n\t\t\t\tarr[j + 1] = arr[j]\n\t\t\t\tj -= 1\n\t\t\t\tarr[j + 1] = key\n\t\t\t\treturn arr
Genera la lógica en JavaScript para Busqueda Binaria.	function binarySearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high) {\n\t\tlet mid = Math.floor((low + high) / 2);\n\t\tif (arr[mid] === x) return mid;\n\t\telse if (arr[mid] < x) low = mid + 1;\n\t\telse high = mid - 1;\n\t}\n\treturn -1;\n}
Esboza una solución en Python para la versión básica del algoritmo de Busqueda Lineal.	def linear_search(arr, x):\n\tfor i in range(len(arr)):\n\t\tif arr[i] == x:\n\t\t\treturn i\n\treturn -1
Programa Busqueda por interpolación usando JavaScript.	function interpolationSearch(arr, x) {\n\tlet low = 0, high = arr.length - 1;\n\twhile (low <= high && arr[low] <= x && x <= arr[high]) {\n\t\tlet pos = low + Math.floor(((high - low) / (arr[high] - arr[low])) * (x - arr[low]));\n\t\tif (arr[pos] === x) return pos;\n\t\telse if (arr[pos] < x) low = pos + 1;\n\t\telse high = pos - 1;\n\t}\n\treturn -1;\n}
